"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENST00000494445.1",2.70722768592327,5.09700048450967,28.617158609379,1.5457189381412e-07,0.000145177708744299,7.6324813887957
"ENST00000233143.6",-0.795535974926636,9.5659618073202,-26.4900351268196,2.42659063021095e-07,0.000171265584266347,7.62986477437722
"ENST00000278742.6",-0.968716434513382,7.05227567124786,-24.5799064492135,3.75466303187884e-07,0.000192443403910488,7.62867800738738
"ENST00000373418.7",-3.34926440739572,5.51401075381473,-27.8383842320457,1.81601903927955e-07,0.000150608065597281,7.62551160027196
"ENST00000380635.5",-1.2788969068605,6.60501857084956,-24.5113256233178,3.81631351406984e-07,0.000192443403910488,7.59165362578146
"ENST00000352645.5",-1.2029777021334,6.42300268386548,-24.5729621179902,3.7608523746663e-07,0.000192443403910488,7.58749995363955
"ENST00000343411.8",-1.10598533741763,7.20442338148335,-24.3192253225173,3.99540079784621e-07,0.000195470443806447,7.56415467037203
"ENST00000002596.6",-1.82398569912257,5.32948819359141,-26.3079013825214,2.52628377316211e-07,0.00017410617461069,7.5592644828284
"ENST00000370990.5",1.42234316125254,7.07961763910954,24.0583926070834,4.25452938931508e-07,0.000203522504220202,7.50382077193594
"ENST00000394936.8",-0.725867889479481,9.0502508663279,-25.3140004112333,3.16266419666765e-07,0.00017456689956299,7.49796137846722
"ENST00000376745.9",-3.24854149895325,5.7328789074019,-26.020659360642,2.6934098895276e-07,0.00017456689956299,7.49176277663873
"ENST00000630827.1",-1.34919667502104,6.33591241407387,-24.1122255976916,4.19947692509622e-07,0.00020314615736648,7.47091524954599
"ENST00000326005.10",-1.88740285707578,5.4348472245555,-25.5306463033826,3.00931338537041e-07,0.00017456689956299,7.4705845865261
"ENST00000221130.11",-0.851932385493744,7.63467595436422,-23.6952377167845,4.6487569540203e-07,0.000216457530429088,7.37327915465014
"ENST00000630114.2",2.27402216689392,6.59737079925611,23.5760877999673,4.78729331933491e-07,0.000216457530429088,7.35815364048059
"ENST00000415136.6",-0.62103613761635,8.70470655641878,-24.40095137735,3.91803615403393e-07,0.000193888747746693,7.35204567064694
"ENST00000257527.9",-3.78460221440161,5.18890968078675,-28.2279754603972,1.67443709261313e-07,0.000149718473829764,7.34401666548834
"ENST00000316788.12",-0.757502800390504,7.82306998918712,-23.6796781289421,4.66657962614408e-07,0.000216457530429088,7.34323275411707
"ENST00000368149.3",-1.15194204620814,7.78946888220856,-23.5430214062392,4.82659116001032e-07,0.000216457530429088,7.31992051066555
"ENST00000354675.10",-0.714817930112776,10.0523892925285,-25.8957250794191,2.77011160531467e-07,0.00017456689956299,7.27852647379197
"ENST00000320785.10",-1.08733559173565,7.2269355782539,-23.0819780633957,5.41578067645525e-07,0.000233165605463428,7.25262377479767
"ENST00000372013.8",-2.02238667677112,5.7959386750176,-23.564441390879,4.80109171985927e-07,0.000216457530429088,7.21226909126418
"ENST00000420282.6",-1.02995502463571,6.87391938387406,-22.8790468183402,5.70150339790704e-07,0.00024273197146044,7.21205773267411
"ENST00000463740.5",2.25455710871867,5.15047294017074,24.8501010496634,3.52283269371401e-07,0.00018509328540783,7.1997913740721
"ENST00000379731.5",-1.58333178665575,5.65623723332722,-23.4195866885536,4.97665565726979e-07,0.000218632608175956,7.1736930460216
"ENST00000269886.7",-2.14595953712379,5.90998334669154,-23.212168107626,5.24128240058466e-07,0.000227932253729668,7.15894431263521
"ENST00000292807.9",-1.54626684061728,6.872415892537,-22.6615297595523,6.02752822167745e-07,0.000249522281276807,7.15680227666155
"ENST00000400335.9",-2.13029624251444,5.18623936969228,-24.480804839795,3.84412996453255e-07,0.000192443403910488,7.15058724888096
"ENST00000527958.6",1.09146626201446,7.17088016697479,22.5734786696351,6.16566339927369e-07,0.000250424817291444,7.1212265465869
"ENST00000370982.4",-1.26314512558584,6.79737220989218,-22.3836612569483,6.47623097970442e-07,0.000250748091395298,7.08527214610594
"ENST00000258149.11",1.00769858546355,7.61264155485263,22.5840516687261,6.14888246023089e-07,0.000250424817291444,7.07986009493307
"ENST00000360001.12",-1.79988292418935,5.79210244076089,-22.8452783610273,5.75074003878125e-07,0.00024273197146044,7.07251215376557
"ENST00000271638.3",-1.12332290085301,6.82567043816265,-22.2739698188143,6.66402643287014e-07,0.000250748091395298,7.05638300520797
"ENST00000308580.12",-1.22920020716367,6.74235150202594,-22.221535111843,6.75603990473477e-07,0.000250748091395298,7.0430767953727
"ENST00000246672.4",-1.11693290328657,6.45761511770084,-22.236567659175,6.72950955741187e-07,0.000250748091395298,7.03978134031776
"ENST00000355937.9",-1.02122157307136,6.56905518507344,-22.1570008131199,6.87133128352007e-07,0.000250915897995065,7.02427293314478
"ENST00000372919.8",-1.36434658707651,5.88526268125839,-22.3725855492603,6.49490973922617e-07,0.000250748091395298,7.00437996297406
"ENST00000530275.3",-2.10910209971154,4.68119081763018,-25.2065538968431,3.24209793673951e-07,0.000176686129709426,6.99846780193834
"ENST00000209875.9",-1.20909890439732,7.57181296278149,-22.2275703563644,6.74537388504234e-07,0.000250748091395298,6.99352054931175
"ENST00000162391.8",-1.88484261550641,5.16017485449003,-23.42813415901,4.96609012059393e-07,0.000218632608175956,6.97881351779018
"ENST00000338825.5",-2.07135754439205,5.14598829399359,-23.568673082621,4.79607273920721e-07,0.000216457530429088,6.9781426839265
"ENST00000261313.3",-0.965133303943134,7.56186159353306,-22.0898832185247,6.99368400794552e-07,0.000250915897995065,6.95148692676558
"ENST00000402676.7",-2.00491599008154,8.00710826277568,-22.1359516288286,6.9094319648307e-07,0.000250915897995065,6.93229389987387
"ENST00000371666.8",-1.79115688066058,5.51790206372539,-22.3475132713893,6.53742619208346e-07,0.000250748091395298,6.8933083963798
"ENST00000612463.1",4.15791882934861,4.87633482651414,26.9681605151306,2.18601056493389e-07,0.000162718885349547,6.88945084857836
"ENST00000287667.12",-0.820881209318735,7.68040625715846,-21.929671707525,7.29617820651184e-07,0.000259605256466904,6.88696225492466
"ENST00000605930.3",-0.740597020446957,8.36233824281653,-22.360960490508,6.51458269999527e-07,0.000250748091395298,6.87668172846115
"ENST00000361204.9",-1.96868196604999,7.01435484768936,-21.4572381064644,8.2812907622717e-07,0.000278168370723604,6.8371435867658
"ENST00000330899.5",0.69139187433702,8.74503198132884,22.5174735536925,6.25544943450102e-07,0.000250748091395298,6.81640925224198
"ENST00000467020.5",2.16673303086086,5.3958062902315,22.0956439865036,6.98308305146957e-07,0.000250915897995065,6.78464716495384
"ENST00000341446.9",-0.976803201712705,7.17445645017125,-21.3149064885225,8.60797930252843e-07,0.000284835572148686,6.77524311031013
"ENST00000256495.4",-1.61617973279276,5.88995117043921,-21.4334902129374,8.33477802321438e-07,0.000278168370723604,6.77160309341302
"ENST00000237654.9",-0.724659907000922,7.65932097911457,-21.49565709976,8.19560653980393e-07,0.000277831061699353,6.76355588830981
"ENST00000175091.5",-1.10050688575642,6.58311023580344,-21.1567825903942,8.98872095777447e-07,0.000288799554772436,6.75864638990574
"ENST00000411419.7",-0.976354015604056,6.8403134798125,-21.0991018736803,9.13248118775193e-07,0.000291244972278729,6.73650235909252
"ENST00000226004.8",-1.82625834889218,4.9985382360909,-22.4706665393866,6.33166284122479e-07,0.000250748091395298,6.73531655708689
"ENST00000307145.4",-1.75983062774531,5.45513387321072,-21.668473186537,7.82276396720216e-07,0.000270987050321052,6.72747895783757
"ENST00000409379.8",1.14427641834157,6.81388492977797,21.0431690700895,9.27445635752781e-07,0.000293597918794592,6.72203537365746
"ENST00000612661.2",-1.45681784373764,5.6354180269383,-21.2387784969213,8.78888354784508e-07,0.000286657426807102,6.68513043210797
"ENST00000205636.4",-0.99482620046269,6.85361074653016,-20.894282740648,9.66512209295293e-07,0.000297223215334216,6.67808799570447
"ENST00000370994.8",0.990596530327368,6.52931907568862,20.7825361764995,9.97099463149666e-07,0.000302310726668891,6.65523522497431
"ENST00000389680.2",3.3861336984185,10.3065233150108,22.6883301507749,5.98620367303335e-07,0.000249522281276807,6.62161615581225
"ENST00000367602.8",-2.36752480943174,5.22973540259382,-21.7412365065247,7.67173325948629e-07,0.000268529375626556,6.62024675232766
"ENST00000276431.9",1.1136631157539,7.50967565384874,20.9027554776855,9.64238093287032e-07,0.000297223215334216,6.6161918679718
"ENST00000565644.5",-0.88894630335987,8.61128986932168,-21.6470773979349,7.8678329710198e-07,0.000270987050321052,6.60872605592003
"ENST00000568237.2",-1.8436304389558,6.76565683708158,-20.553036211766,1.06353632396138e-06,0.000309381279429117,6.58994759543099
"ENST00000254301.14",-1.38921366654685,5.62278023399941,-20.6471452272134,1.03568617654269e-06,0.000305406828484195,6.53943799262815
"ENST00000684784.1",-1.60810450936949,7.61704212284927,-20.5589057726019,1.06177394493182e-06,0.000309381279429117,6.51493314223657
"ENST00000301178.9",2.82403919777488,5.68432775982153,20.6602074112226,1.03188832796275e-06,0.000305406828484195,6.48327721641386
"ENST00000408993.6",1.03370820762327,6.43123013085358,20.1069346614714,1.20806406966805e-06,0.000335520748046485,6.46408621300204
"ENST00000254508.7",-0.812132806113389,7.51965390327083,-20.3481323935732,1.12725730634119e-06,0.00032354539206605,6.44407049557993
"ENST00000341255.4",-1.5035144686054,5.4350525463035,-20.3787446604206,1.11745983394577e-06,0.000322885894166894,6.43119572461329
"ENST00000403663.6",-2.10997868297247,6.16839310304771,-20.0426471117176,1.2307311946758e-06,0.000335520748046485,6.42748494270975
"ENST00000530758.2",-1.10797779078723,6.23767395108823,-19.9423891537513,1.26708029884723e-06,0.000335520748046485,6.41470512423626
"ENST00000373237.4",-0.843666556118436,6.94550646246624,-20.0112150562967,1.2419944191471e-06,0.000335520748046485,6.4113035623628
"ENST00000330137.12",-1.31283329806346,5.95545221055282,-19.9642278383891,1.25905690738212e-06,0.000335520748046485,6.40378536690296
"ENST00000240100.7",-1.34171086845301,7.15374668760238,-20.0244459889887,1.23723869477612e-06,0.000335520748046485,6.40320161259614
"ENST00000299163.7",-1.21409789367706,6.6376669979969,-19.904614815361,1.28109976407327e-06,0.000335520748046485,6.40159691290177
"ENST00000216832.9",1.18569908875738,7.30273258097926,20.0923924569655,1.21314852743838e-06,0.000335520748046485,6.40073295227208
"ENST00000250896.9",-1.62892754131065,6.32763228797361,-19.86791268725,1.29489511321845e-06,0.000335520748046485,6.39315178054244
"ENST00000307892.13",-2.89874645673359,5.23769292569359,-20.9097181205818,9.62373970148102e-07,0.000297223215334216,6.38435111827056
"ENST00000215909.10",-1.53851760611269,6.93543759999967,-19.8604679199019,1.29771452544169e-06,0.000335520748046485,6.37586655389404
"ENST00000358056.8",-1.07125666112241,6.85969854030141,-19.8468360895577,1.3028956485556e-06,0.000335520748046485,6.37093144516232
"ENST00000667545.1",2.40736958772034,5.08487439045259,20.7396700011412,1.00913185393096e-06,0.000302972757854407,6.36517045945665
"ENST00000381989.4",-0.947066940930959,7.31001411620051,-19.983300503174,1.25209823945709e-06,0.000335520748046485,6.36443865051664
"ENST00000605886.1",-1.16121220606998,6.11720940432026,-19.7802268440375,1.32856226069984e-06,0.000336462300058294,6.3640366293494
"ENST00000480824.7",-1.41163318588507,5.84839760320758,-19.8612439225511,1.29742031054921e-06,0.000335520748046485,6.36379681936476
"ENST00000263735.9",-0.61657603519881,7.86406336880967,-20.2619669037397,1.15537791376022e-06,0.000329420432590189,6.35177968749838
"ENST00000296121.6",-1.36960944424108,5.39315976727225,-19.999310537855,1.2462916328525e-06,0.000335520748046485,6.3327953418389
"ENST00000285407.11",-1.4059510413704,6.71821730272137,-19.674985837578,1.37032859086416e-06,0.000345010273815642,6.33112618870357
"ENST00000361227.2",0.776426693532965,9.04913931933938,21.1879355884232,8.91217704796088e-07,0.000288493201838992,6.32523537639889
"ENST00000376755.1",-1.38501274841015,6.37302122952222,-19.6100794172524,1.39685203617145e-06,0.00034600507678072,6.3196408755096
"ENST00000245479.3",-1.59240019357539,6.31359653806923,-19.6063601186421,1.39838996956879e-06,0.00034600507678072,6.31746573377658
"ENST00000438166.7",-1.25353822666551,6.79622831272073,-19.5752534296193,1.41133033982731e-06,0.000347211457831915,6.29474083035023
"ENST00000232496.5",-2.08088391413411,4.3109310938144,-21.8648581137952,7.42287713963881e-07,0.000261948466797434,6.2583722178202
"ENST00000416970.5",1.86161317477401,5.20690642589681,19.9026158093351,1.28184670285996e-06,0.000335520748046485,6.249202184357
"ENST00000243501.10",-2.29685830937745,4.78496996819515,-20.7247575921304,1.01335742296784e-06,0.000302972757854407,6.24355900690721
"ENST00000295802.9",-1.74723164680784,5.12315210463087,-19.9266507935438,1.27289950492007e-06,0.000335520748046485,6.23078083296303
"ENST00000394886.7",-1.24588492059172,5.5101348473154,-19.4874006132258,1.44863917310687e-06,0.000354365126816875,6.22308247852355
"ENST00000280527.7",1.10517214687097,6.73601885943925,19.3331905436187,1.51695092037775e-06,0.000364856357402365,6.22111386596579
"ENST00000334047.12",1.40894172811252,5.57392713579736,19.4130476826704,1.48111722292013e-06,0.00035823898763135,6.21152854547591
"ENST00000397752.8",-0.654701500857881,9.14783929821353,-20.9160165788324,9.60691296190931e-07,0.000297223215334216,6.20753189455544
"ENST00000409687.5",-1.22741774754793,6.69891820387032,-19.2569676913074,1.55210155564117e-06,0.000366180617313085,6.20268108740572
"ENST00000257831.8",-1.4310258659463,7.05457356612615,-19.255985507247,1.5525606642948e-06,0.000366180617313085,6.17660168551644
"ENST00000643233.1",-0.867445589055507,6.88304645746931,-19.2214408203833,1.56880944750467e-06,0.000367075832301187,6.17325119916231
"ENST00000563307.2",-1.02464083141291,6.21949766719985,-18.9251338888775,1.71665162178175e-06,0.000386947655877329,6.11447002680795
"ENST00000254051.11",-1.21902674953967,5.57565865842545,-19.0400168843779,1.65747743060105e-06,0.000380665475960575,6.1092286585289
"ENST00000339394.7",-1.41212145978227,5.49601968936961,-19.0131539579931,1.67109783189438e-06,0.000380665475960575,6.08614080344103
"ENST00000310786.10",-0.868107957078841,7.65633755217085,-19.247618530353,1.5564781308688e-06,0.000366180617313085,6.07209424007704
"ENST00000360270.7",-1.25647285601292,7.85451379759196,-19.2886648486903,1.53736991180992e-06,0.000366180617313085,6.0586440402995
"ENST00000464592.6",2.69447909925388,4.27352130557628,21.2899220837395,8.66686640918817e-07,0.000284835572148686,6.057165277913
"ENST00000358598.6",-1.49454944003005,7.01503164073998,-18.8017835791988,1.78295317506171e-06,0.000395677747659442,6.03638343554993
"ENST00000380629.7",-2.38113085618587,4.78136468185445,-19.8099124022525,1.31705122569521e-06,0.000335520748046485,6.0350386783826
"ENST00000589123.5",-0.899901626380239,6.7954032316277,-18.7583204153564,1.80702402542864e-06,0.000398776530141789,6.03389407940651
"ENST00000379454.9",-0.774024375643906,7.25397596045381,-18.9253067124789,1.71656076879729e-06,0.000386947655877329,6.03170194800228
"ENST00000355476.8",-0.861750324244632,6.65963510314793,-18.7104671533389,1.83396634306725e-06,0.000398776530141789,6.02930695892429
"ENST00000379751.5",-1.55899813017589,5.52286131644254,-18.7416018312885,1.81638405048877e-06,0.000398776530141789,6.00929986643565
"ENST00000373622.9",-0.956322351135512,6.62032995547337,-18.6059753405342,1.89444455502137e-06,0.00040557891127569,5.9994876938122
"ENST00000295770.4",-1.02091664029025,7.94100692697876,-19.1304594899743,1.61256354046157e-06,0.000375274043824281,5.97977334072404
"ENST00000379852.8",1.26009799013722,6.38109049665916,18.4949281166696,1.96128579232436e-06,0.000409899209790974,5.97774713189347
"ENST00000219271.4",-1.69925646872174,5.83884241309139,-18.4986419279685,1.95900633259105e-06,0.000409899209790974,5.96794599130043
"ENST00000264451.12",-1.8012851878269,4.98739864897894,-19.0195832252709,1.66782611893576e-06,0.000380665475960575,5.96492620706546
"ENST00000532993.5",-1.01474624164398,6.92000810922152,-18.575780113366,1.91235265809503e-06,0.00040557891127569,5.96362816642798
"ENST00000216862.8",-1.54930229881904,5.8926815887875,-18.4204068005116,2.00768657987574e-06,0.000414295007464727,5.95001130606609
"ENST00000372715.7",-1.21768288167147,6.69283736477033,-18.439439669897,1.99571498256521e-06,0.000414295007464727,5.94324533714263
"ENST00000278412.7",-1.2701237474977,8.53931665740095,-19.4306206667394,1.47336509384323e-06,0.00035823898763135,5.94310446725826
"ENST00000297598.5",-1.0630259643443,9.85262317583703,-20.8170417088239,9.87535502315312e-07,0.00030153451050483,5.92969997467076
"ENST00000366672.5",-1.05661460452764,6.58170864295036,-18.3739782480626,2.03724339272523e-06,0.000414295007464727,5.92805553198277
"ENST00000316594.6",-1.06858795826665,6.2607426542135,-18.2961482367028,2.08793815883069e-06,0.000414295007464727,5.91780506199629
"ENST00000335255.10",-1.18777322317474,6.5688789366774,-18.3286652977689,2.0665810024094e-06,0.000414295007464727,5.91557237461573
"ENST00000456936.4",-1.35101208773345,6.54444537243619,-18.3082042080722,2.07998989263504e-06,0.000414295007464727,5.91215290606235
"ENST00000380752.10",-0.75837556256931,7.80445322243536,-18.8642071583361,1.74903349678707e-06,0.000392193433006112,5.9118669315414
"ENST00000265981.7",-1.68163487296562,6.31393242068272,-18.2686353851379,2.10621001953485e-06,0.000414295007464727,5.91029964045894
"ENST00000345988.7",-1.71400706577946,5.812472141907,-18.2924279335052,2.09039803784699e-06,0.000414295007464727,5.90391929259765
"ENST00000314523.7",-0.822465800381541,7.81485906807547,-18.8350094553659,1.76480425189353e-06,0.000393679365060996,5.90153435163122
"ENST00000388712.7",-1.41872826674385,7.0157199762605,-18.3915048119176,2.02602652880149e-06,0.000414295007464727,5.89971794116031
"ENST00000274031.8",-0.671032368683069,7.60599414560591,-18.627663345793,1.88170267150001e-06,0.00040506472558045,5.86992269513469
"ENST00000337004.8",-0.969257441824593,5.98843110605832,-18.0924457541477,2.22774830295979e-06,0.000420963310886982,5.85485008347203
"ENST00000509910.2",-1.10029003245912,5.98543165564982,-18.0902178789249,2.22933674499412e-06,0.000420963310886982,5.85387408715951
"ENST00000303319.10",0.982230125948843,6.79799911321827,18.183144875296,2.16418893722672e-06,0.000420963310886982,5.84368027250879
"ENST00000261017.9",-1.14892007583901,6.22717075802726,-18.0376061387273,2.26723526547167e-06,0.000424396869062399,5.8358557866849
"ENST00000298198.5",-2.16719795615929,4.25140287102507,-19.8108890945243,1.31667448186525e-06,0.000335520748046485,5.83123740587735
"ENST00000551570.5",2.53636533097162,4.65531561135578,19.0986524561348,1.62819499333141e-06,0.000376874618537081,5.82640881914092
"ENST00000264279.10",0.875498590792096,7.24149471056128,18.2986371189768,2.08629438684058e-06,0.000414295007464727,5.82292314642066
"ENST00000284000.9",-2.05176479711523,5.42967400783576,-18.1555429377872,2.18330480265458e-06,0.000420963310886982,5.81047005426508
"ENST00000366955.8",-0.988291278594867,7.90140367080436,-18.589377413286,1.90426405541144e-06,0.00040557891127569,5.80370871558964
