"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENST00000673974.1",-0.926365197366366,6.53067992359392,-8.68077307351093,0.000144154665258204,0.0038018910701382,1.29515463193873
"ENST00000303127.12",-0.60879172073249,6.6728945912788,-8.74392855703326,0.000138511346859473,0.00372010543751771,1.29458430858683
"ENST00000432329.6",-0.915425264162126,5.02679095530247,-8.23439613947428,0.000192593795211339,0.00452459429655707,1.29396442127806
"ENST00000586965.1",-0.818742920727772,4.76029150796218,-8.17391000303613,0.000200512831141476,0.00462382373815423,1.29192788173403
"ENST00000370349.7",1.20442328219615,4.05071195113069,8.04347478910313,0.000218907960259335,0.00489591917560787,1.29041805011769
"ENST00000331593.6",-2.25478387786303,2.49988899469473,-8.38879979405666,0.000173967379270306,0.00424126770754897,1.28895585560889
"ENST00000462630.5",1.39821005213891,5.52849682797635,8.34006050518951,0.000179612089074935,0.00433698220467929,1.28723961030576
"ENST00000286548.9",-0.625850432704451,5.6854423745142,-8.40150662995358,0.000172529682856507,0.00422280866175168,1.28073653062321
"ENST00000406452.8",-1.23297775012116,4.6861009326563,-8.12919429964565,0.000206609870994034,0.00471142731774689,1.28039529067748
"ENST00000235090.10",0.711033818177317,6.20815696197117,8.5639808926759,0.000155308052971041,0.00395564785740673,1.27957005623069
"ENST00000503689.1",-1.47992288313254,2.6069854549559,-8.07119429221363,0.000214840663369321,0.00484965287788984,1.27623725002509
"ENST00000383729.9",-1.02492889183553,4.38124376581471,-8.07337068458227,0.000214525039367058,0.00484826588969551,1.27611887338389
"ENST00000393099.3",-1.02368696843976,3.96374086712002,-8.01212475409917,0.000223615757192448,0.004962540821859,1.27567691501976
"ENST00000527414.5",0.868784849926906,5.4723264234015,8.32953594613387,0.000180858659933408,0.00435634711853214,1.27476666687201
"ENST00000394264.7",-1.10904275358568,3.34152373578196,-7.96403770342692,0.000231066465874166,0.00506522635197579,1.27453435882686
"ENST00000547379.6",-1.2112847688484,4.17551021595808,-8.0336285220077,0.000220374100680388,0.00490689899837891,1.27396143976133
"ENST00000439687.6",-1.64480957339473,4.30579187441701,-8.03872744362236,0.000219613441590668,0.00490151244209591,1.27295176598999
"ENST00000641936.1",1.77097513542858,2.95597072878742,7.98973562474406,0.000227049649390492,0.00501033754751862,1.2725183181063
"ENST00000455111.1",-1.60766225077386,2.51671287692737,-8.12631360181922,0.000207009958095827,0.00471805173419781,1.27200923801936
"ENST00000272902.10",-1.16269024206539,4.02550496007813,-8.01113771988879,0.000223765870048493,0.00496331375744346,1.27146965264667
"ENST00000251691.5",-0.888435662205097,4.49118379966654,-8.08926394808757,0.000212236367346987,0.00480741503619729,1.27126227708015
"ENST00000454824.6",-1.0717509972579,7.70596161836071,-9.09670238702087,0.000111323251949767,0.00328049279000227,1.26970134657078
"ENST00000548687.5",-2.48956879699045,2.14247658034207,-9.3899520925271,9.33564647881371e-05,0.00296188347717293,1.26688205433564
"ENST00000613856.4",0.994399358950742,4.38789025216442,8.06497784456125,0.000215745146187497,0.0048529131550733,1.26652081156844
"ENST00000260408.8",-0.89694798163196,5.69176524971444,-8.37299246334971,0.000175775283432595,0.00426586994229058,1.26555932605497
"ENST00000423729.3",0.822269862146185,4.36203827689145,8.06228117929353,0.0002161388761598,0.00485498229808838,1.26546049325567
"ENST00000398263.6",-1.42773245755934,4.50924644496393,-8.06231918294112,0.000216133321617183,0.00485498229808838,1.26116004243493
"ENST00000312561.9",-0.716844808053764,6.20318139466324,-8.52962926117635,0.000158776670179403,0.00400834068186819,1.25988538667524
"ENST00000392391.9",-1.0240694753884,3.30279364275868,-7.94111077623719,0.000234719668020083,0.00510889073168283,1.2594195792202
"ENST00000397061.4",0.677913165010577,5.2376430686208,8.24857397282915,0.000190790335977937,0.00449871311597886,1.25801459638055
"ENST00000512701.7",-1.06808329183438,2.92938308380069,-7.9510575293607,0.000233126597122795,0.00508965486101811,1.25785622944928
"ENST00000303151.5",0.598324127551435,5.70429867375205,8.37858668545273,0.000175132989124091,0.00426106583499762,1.25704649685139
"ENST00000484616.2",0.959973222693663,5.29978830512185,8.25503073106403,0.000189975502278103,0.00449775017606137,1.25680097370463
"ENST00000210187.11",0.922821647668977,3.62994374850609,7.9463541829568,0.000233878320719359,0.00509850679294066,1.25092945290136
"ENST00000647893.1",-1.49098628853899,2.87179964213016,-7.95975125166594,0.000231744446832766,0.00507006805511509,1.24971732864592
"ENST00000558966.5",1.09813516412664,4.42837519285897,8.04519418703259,0.000218653095431152,0.00489394812474994,1.24902109090518
"ENST00000268695.10",-0.937043462427533,4.37602676893608,-8.03487654795758,0.000220187638336528,0.00490669689094335,1.24795299583724
"ENST00000691509.1",1.21626011759853,2.58500219694202,7.98842535526741,0.000227252491670325,0.00501224463313653,1.24493219352829
"ENST00000357802.7",2.12919214907971,2.73551487908379,8.0358628974876,0.000220040401101352,0.00490669689094335,1.24389377028781
"ENST00000374704.8",-1.33566043756639,3.70438312833962,-7.93525857261639,0.000235662838843868,0.00511906770976037,1.24362127610412
"ENST00000505522.6",0.711315392919857,5.27566080194161,8.23631960233861,0.00019234797217882,0.00452431206896051,1.24253962122084
"ENST00000573815.1",-1.22698576650119,3.86046702042894,-7.94883054635047,0.000233482181110252,0.00509483443656344,1.24186819983329
"ENST00000365328.1",5.27090694497782,3.22242650332306,10.4814037478942,5.04967898155058e-05,0.00207545105336677,1.23724553278212
"ENST00000696448.1",-1.10125027210375,5.50422641293413,-8.26837367316728,0.000188304372375553,0.00447904317341696,1.23491980115768
"ENST00000527564.2",-1.79621259096716,2.53052500724318,-8.0910115169631,0.000211986441185989,0.00480603067529247,1.23269341353155
"ENST00000260118.7",-0.906961974270573,5.02383131972115,-8.14708542766384,0.000204144995991171,0.00466824348515331,1.23129864846648
"ENST00000438011.5",-0.65643326913788,6.39426192656286,-8.55554968664895,0.000156151186249431,0.00397092558865728,1.23099521562396
"ENST00000375203.8",-1.07645932186406,4.8109292100796,-8.09235496199017,0.000211794541755261,0.00480420990842426,1.2307508723634
"ENST00000676320.1",-1.4546245105319,3.11173790176711,-7.89996083252648,0.000241445441021737,0.00519657686553262,1.22906212628221
"ENST00000551098.6",1.9445466775396,2.45740896286926,8.13354894790194,0.000206006771074923,0.00470016402495424,1.2281602463089
"ENST00000301455.7",-1.57326487343809,2.80924590767662,-7.94015561441197,0.000234873308179165,0.00510965161042829,1.22696825718706
"ENST00000468686.5",1.39069986335642,4.01990438591131,7.94168431760446,0.000234627468320074,0.00510889073168283,1.22443307048592
"ENST00000483064.1",-1.5383290530934,2.95744841634276,-7.90859040260573,0.000240016700623534,0.00517377905199418,1.22430271628543
"ENST00000627587.2",-1.03882507840736,4.9316192743705,-8.10991935245953,0.000209304024629893,0.00475774349123061,1.22342948361125
"ENST00000303809.7",1.39966531750264,3.62278009950254,7.89948560063531,0.00024152440731031,0.00519657686553262,1.22247172278463
"ENST00000372841.8",-0.873743090690799,4.23990660869258,-7.97660574202787,0.000229091786885419,0.00503990224873682,1.2215669112794
"ENST00000293760.10",-1.42620941793683,3.14379098589139,-7.88592206856326,0.000243790815570136,0.0052270547722814,1.22098433726085
"ENST00000295628.4",-0.777775580663256,6.54661595829817,-8.58887744598373,0.000152848972737385,0.00392561936298182,1.22052317766837
"ENST00000409003.5",-1.25890836262305,3.02890175229418,-7.87799791906916,0.000245126286260911,0.00524991088718013,1.21320870390585
"ENST00000429178.5",-2.5752040377028,5.00868631711138,-8.03027174614903,0.000220876529702769,0.00491441717482858,1.21028968897649
"ENST00000369452.9",-0.71585563006753,5.53827381023391,-8.25879449586119,0.000189502379306567,0.00449017387797778,1.2098874242566
"ENST00000159087.7",-0.821575186946327,4.08215784234252,-7.93571319036244,0.000235589413503105,0.00511906770976037,1.20855442634585
"ENST00000518389.1",1.87580484133468,2.46901249480993,8.06652237399698,0.000215520009040152,0.00485145360281392,1.20709758192257
"ENST00000221922.11",1.16703057764164,3.20990072612527,7.86017617444243,0.000248160844503985,0.00529503951005879,1.20563633320895
"ENST00000327111.8",-0.702974211126298,6.099089186567,-8.42167031033994,0.000170276435864439,0.00418909222472667,1.20557822284445
"ENST00000427178.1",-2.68790379487617,3.24087774560988,-7.89134663098496,0.000242881455646997,0.0052179289422186,1.1990866954243
"ENST00000341864.6",-0.691313499209323,4.7784454251516,-8.05178064056729,0.000217679962534431,0.00487912770433746,1.1984845595849
"ENST00000587424.3",-0.855458248879843,5.17823004560536,-8.14065955434163,0.000205026356702034,0.00468027557534076,1.19750662502623
"ENST00000366956.10",0.693483954128945,6.34484154658465,8.49361541121392,0.000162509871293103,0.00407012070318904,1.19568212664505
"ENST00000433375.2",-0.977191172136627,4.40027552057859,-7.96405305924755,0.000231064041197173,0.00506522635197579,1.19480237535587
"ENST00000584667.6",-0.780637384188738,5.38400601370552,-8.19291942423339,0.000197984130598386,0.00460450116505957,1.19423558280645
"ENST00000406189.4",-0.718752794106746,5.69193405108115,-8.27823773723112,0.000187079889272366,0.00445730518696357,1.19217750955076
"ENST00000567951.5",-1.19380420693316,5.30717137488461,-8.1468735786185,0.000204173982824511,0.00466824348515331,1.1875809236643
"ENST00000554308.5",0.830482085709013,5.05025086087152,8.09832766851642,0.000210943822295526,0.00478743509820204,1.18606211652281
"ENST00000629768.2",0.592277559658151,5.66518904970938,8.26861713481702,0.000188274038616284,0.00447904317341696,1.18522571041122
"ENST00000636330.1",1.62650707032965,2.32721055092452,8.05666676020116,0.000216961286828412,0.00487009086643567,1.18256587616859
"ENST00000307138.10",-1.62252602597543,4.79706534311403,-8.00027688360279,0.000225425359973203,0.00498215504256998,1.1821520692775
"ENST00000338272.9",-1.47504383169267,3.62862394272718,-7.83357992507446,0.000252770622172605,0.00536085398837298,1.17865362018385
"ENST00000376772.8",-0.720624312490349,4.89750829058662,-8.04715661093965,0.000218362626494475,0.00489134555591397,1.17602178201294
"ENST00000270815.5",-0.806107519834601,4.21047386411845,-7.90805957939113,0.000240104302740445,0.00517377905199418,1.17483314542911
"ENST00000678702.1",-0.664316187901873,10.6227006736309,-10.8379607957787,4.18343151282814e-05,0.00185783665205242,1.17227072490191
"ENST00000228251.9",-0.607897286525494,7.4305390108655,-8.86364678052012,0.000128501529202693,0.00355767781418162,1.17081944693395
"ENST00000263741.12",-1.59913831123196,4.82719470113816,-7.9899020357797,0.000227023902358759,0.00501033754751862,1.16925191716667
"ENST00000677248.1",-1.16317972997802,3.59948387970891,-7.81333460386522,0.000256346064293629,0.00541268617265013,1.16304605070216
"ENST00000552292.5",1.41353043924069,3.91304494373831,7.84008283187821,0.00025163443019352,0.00535257763000079,1.1619146109256
"ENST00000526890.5",1.64061213371758,2.57887720534761,7.8923874780438,0.000242707419560527,0.00521681604310504,1.16186880712405
"ENST00000439578.5",0.928263617165924,4.06419792306816,7.86633167052805,0.000247107846073335,0.00528501445454311,1.16035420947843
"ENST00000261461.7",-0.778431607274358,5.68066995898585,-8.22574134291658,0.000193704407682295,0.00453483189991618,1.1576027825436
"ENST00000261769.10",-0.942855670723289,5.49037874124487,-8.16329002235816,0.000201941806179028,0.00463723930607474,1.15585948929891
"ENST00000467636.1",-1.00880459435096,3.56922872584488,-7.79226266554236,0.000260129749765979,0.00548038636941553,1.14859276815817
"ENST00000342784.7",2.18018010935829,3.1751378014413,7.78257122043915,0.000261891601051219,0.00548469357190902,1.14619738708809
"ENST00000519690.1",1.27116170587466,3.6045831316724,7.79008758782779,0.00026052397124306,0.00548038636941553,1.14616463477952
"ENST00000395611.7",-1.07172739406087,4.87939176268014,-7.98648035662251,0.000227553982790871,0.0050142458372928,1.14270172707535
"ENST00000564669.5",1.24511691226393,4.550877997309,7.91629877762716,0.000238748738915115,0.00516525098317207,1.14249150768855
"ENST00000256366.6",-0.811679385306617,4.93641968583198,-8.00616256466304,0.000224524292345142,0.00496989427163773,1.14131334963216
"ENST00000299957.11",-0.726411792114568,6.95095100223949,-8.62556228867653,0.000149307270024599,0.00387937591814668,1.13967205353768
"ENST00000289119.7",-0.612103141352652,5.2640038689971,-8.08902317006454,0.000212270828602212,0.00480741503619729,1.13788133038331
"ENST00000478548.3",1.81429737138344,2.67546417081552,7.83393379224849,0.000252708641870076,0.00536085398837298,1.13475667722234
"ENST00000288607.3",0.785091954606747,4.17550556154453,7.84850118261227,0.000250172330138083,0.00532674051900835,1.13386960719709
"ENST00000287600.9",-1.28104225064605,3.77388502274911,-7.784801832012,0.000261484869083967,0.00548469357190902,1.13350304551075
"ENST00000377213.1",0.849755257420955,4.14371384751601,7.84093489487144,0.000251485995226289,0.0053520645340966,1.13269075038657
"ENST00000648008.1",-1.05749331226212,4.13490027162585,-7.83040697237651,0.000253327155115946,0.00537001182137213,1.13071217952746
"ENST00000338946.11",-1.42203833771483,2.7595901884556,-7.78387340784699,0.000261654070097408,0.00548469357190902,1.12829068682641
"ENST00000487794.5",1.63342343810479,3.43081604663412,7.74741925942924,0.00026839882787141,0.00555502118619981,1.12674843614734
"ENST00000249299.7",-0.939502703090884,3.61533323758873,-7.76255286192197,0.000265574690630486,0.00552356867425813,1.12457667677392
"ENST00000519253.5",-1.20598720138838,5.34495536485182,-8.06906739001398,0.000215149629451364,0.00484965287788984,1.12357603191096
"ENST00000715725.1",-1.41473615474481,3.81673291884647,-7.77254084272502,0.0002637296131487,0.00550924355075812,1.12324429631884
"ENST00000704274.1",3.03277943301835,3.56413967155406,7.74136380970474,0.000269538571497504,0.00556034696630668,1.12296900019965
"ENST00000687263.1",2.55610582031908,2.10231061816848,9.02003435147565,0.000116662409222637,0.00336831070694561,1.12060250605249
"ENST00000377263.6",-1.46450625832632,2.79671657447221,-7.76714948922506,0.000264723709395345,0.00551771137704252,1.12022737269296
"ENST00000561725.5",1.57405088534223,3.92862859461079,7.77741566669212,0.000262834471967917,0.00550112422053221,1.11806975216534
"ENST00000584377.5",1.87394812163125,3.13677266033439,7.73489256823123,0.000270762763526123,0.00557758337707664,1.11783658047511
"ENST00000241125.4",-1.22705390608043,3.89387183485218,-7.77461604834871,0.00026334812268401,0.00550652099364483,1.11607535438589
"ENST00000372759.4",-0.615184194289787,6.12366885241409,-8.30530719060255,0.000183766678021788,0.00440518195371494,1.1126921095349
"ENST00000493442.2",-0.683693524605387,5.93115824953914,-8.24222281755134,0.000191595792320674,0.00451377814592678,1.11207982763382
"ENST00000688996.1",0.976251195648716,5.10771443117786,8.00692695999392,0.000224407573318724,0.00496986587144601,1.1115152820738
"ENST00000377351.8",-0.873125645043105,7.73876491804984,-8.89738476887096,0.000125833860039236,0.00351559064001898,1.11130784729843
"ENST00000409098.5",-2.07285993589357,2.92737629759882,-7.76684259695808,0.000264780426566554,0.00551771137704252,1.11101755516473
"ENST00000477945.1",1.11895764442564,3.42430571501052,7.7289778785333,0.000271887295017777,0.00559004952836694,1.11078873375389
"ENST00000340510.8",1.27452416044844,2.55096824557162,7.78308151154603,0.000261798489570291,0.00548469357190902,1.11046241780999
"ENST00000698944.1",-0.794265668834768,6.90512561106302,-8.56394159285873,0.000155311970758913,0.00395564785740673,1.10941613427296
"ENST00000374075.9",-2.15843346841786,2.67395180449976,-7.86174092809765,0.000247892676721742,0.00529503951005879,1.10498002486244
"ENST00000524189.6",-0.954883136524582,3.8555057869442,-7.75564832993495,0.000266858887955621,0.00554269466481904,1.10241085619815
"ENST00000369627.6",-1.07702624178658,6.03529325930681,-8.24178206261677,0.000191651834965139,0.00451377814592678,1.10014600140642
"ENST00000374677.8",-0.678105562916392,6.86418207850259,-8.53815673263944,0.00015790731679068,0.00400140300752745,1.0984312693122
"ENST00000532741.5",1.48389249611066,4.85597310320783,7.91091189380737,0.000239634017422136,0.00517173087710856,1.09800638694353
"ENST00000675431.1",-0.659166426643222,6.87627178706565,-8.54144813571517,0.000157573242639036,0.00399731331387478,1.096971638772
"ENST00000281928.9",-1.11244961595812,5.61765483014274,-8.10429211376814,0.000210098222927711,0.00477075885638541,1.09128191296962
"ENST00000639037.1",1.55478715158844,2.71547341354611,7.73229815941406,0.000271255362776455,0.00558238868719632,1.09122056221121
"ENST00000261854.10",-0.801472262199208,4.22829815012745,-7.79078487813178,0.000260397515843069,0.00548038636941553,1.08755441610372
"ENST00000341119.10",-0.901758787805681,4.55809353069307,-7.83725562225994,0.000252127674901435,0.00535777531467496,1.07913861744156
"ENST00000290209.9",-1.05190905907095,3.6775292488857,-7.70178324790836,0.000277127652761946,0.00565458617742183,1.07850739852103
"ENST00000543393.5",0.867471557020032,3.98089372700738,7.74206392486278,0.00026940651171188,0.00556028693611292,1.07850655384856
"ENST00000438378.2",1.20983874597464,4.92098471835602,7.90806980263092,0.000240102615243025,0.00517377905199418,1.07783651742677
"ENST00000501748.3",-1.01404431900938,4.52666086435861,-7.82419514617386,0.000254420810861834,0.00538164699023477,1.0763481479611
"ENST00000217131.6",-0.997419360737947,5.42359912294121,-8.03329036475243,0.000220424654794435,0.00490689899837891,1.07470535720048
"ENST00000368705.2",-1.34338077478756,2.86121287788566,-7.68198444666176,0.000281016334916805,0.00570957822896329,1.07381274988858
"ENST00000217381.3",-0.924015615778337,3.85439874045176,-7.71628004350813,0.000274319758642061,0.00562394693753174,1.07379685517641
"ENST00000372172.5",-0.825854949366137,5.14161781416226,-7.96447526346843,0.0002309973868728,0.00506522635197579,1.07366271271577
"ENST00000577760.1",1.13684460316172,3.19059468717398,7.66069481955819,0.000285268383077288,0.00574984068194123,1.06967810426138
"ENST00000338010.9",-1.39492964811485,5.96747188343947,-8.1623860085631,0.000202063989459416,0.00463723930607474,1.06933823966674
"ENST00000496676.5",1.42309082159224,3.77879435179608,7.68922234694328,0.000279587470507129,0.0056886008354175,1.06475268859055
"ENST00000676184.1",-1.08734905516247,5.31542252968189,-7.98633741086892,0.000227576158829121,0.0050142458372928,1.06440841385995
"ENST00000372409.8",-0.849124828900456,4.83617428907599,-7.8775528611786,0.000245201543211401,0.00524991088718013,1.06391894494172
"ENST00000642021.1",2.29430501796031,2.74735598761551,7.74547431034622,0.000268764293565006,0.00555502118619981,1.05978854414877
"ENST00000577886.5",1.30972876197081,3.49519940924042,7.65905670612957,0.000285598622736053,0.00575380323100389,1.05978076811079
"ENST00000229340.10",0.607733452948264,5.92985589522927,8.17496764561023,0.000200371161553597,0.00462303302163292,1.05803231444894
"ENST00000359246.9",-0.800360130931232,5.40039985436873,-8.0094085398511,0.000224029133075884,0.00496659436988467,1.05604531673569
"ENST00000525975.5",2.26630272390426,3.27860888970462,7.63732905881488,0.00029002092419283,0.00579947554541287,1.05298934713091
"ENST00000558800.1",1.0468643481514,4.19595965696111,7.73308294065115,0.000271106247508581,0.00558198817502962,1.0503985035666
"ENST00000646906.1",-0.75076892936384,7.42984809088331,-8.68346805964152,0.000143908474959473,0.00380103777449706,1.04658029962938
"ENST00000009041.12",-0.851919439553037,3.57855260938666,-7.64935686512308,0.000287563164586643,0.00576908523995747,1.04567110370587
"ENST00000290130.4",-0.703807702432263,5.08380287384585,-7.91553800976983,0.000238873533562391,0.00516535521871502,1.04526337313646
"ENST00000256433.6",-0.634813386717577,5.67808605349099,-8.07472430967832,0.000214329005047172,0.00484637954532348,1.04265490957452
"ENST00000520303.5",-1.19912222566389,5.47338710247141,-7.99432025254739,0.000226341551732479,0.00499983726359078,1.04217608238685
"ENST00000370691.6",1.72146593206749,4.71726300171442,7.79195568977515,0.000260185345700014,0.00548038636941553,1.04001958234457
"ENST00000559254.1",0.958475793373236,4.91578666749528,7.86030204126974,0.000248139261020284,0.00529503951005879,1.0363879521779
"ENST00000378549.5",-1.04141446657611,4.45794195390271,-7.75312993243541,0.000267329078895984,0.00554398787750906,1.03414222020427
"ENST00000237596.7",-1.1616412282311,4.12679114697577,-7.69388644022212,0.000278671161079429,0.00567800733457296,1.03396187555525
"ENST00000216039.9",-0.882220244808548,6.27241835423571,-8.23579987271804,0.000192414359005568,0.00452431206896051,1.03313135957423
"ENST00000430627.6",0.757388164665414,5.59589329325438,8.0390213445483,0.000219569690009486,0.00490151244209591,1.03301503806828
"ENST00000518611.5",-2.06495483579776,2.99150202820807,-7.62933540730105,0.000291667773633545,0.00582699427296752,1.03112369727743
"ENST00000252108.8",-0.593668887262159,7.09859436963999,-8.53639442979947,0.000158086526011912,0.00400358776728873,1.03046836466231
"ENST00000238831.9",-0.752045303462493,4.55840236071726,-7.77083122743413,0.000264044376210698,0.00551304681328767,1.02710061470841
"ENST00000305997.8",-0.801250358254432,4.225989929296,-7.7032313494179,0.000276845680494353,0.00565151118175599,1.02350749937128
"ENST00000558502.5",1.13300268612522,6.5583190854699,8.31325843277486,0.000182806415273966,0.00439194452945873,1.02275052606589
"ENST00000402412.6",-1.32592341892063,4.59751894676882,-7.74700877772523,0.0002684759115921,0.00555502118619981,1.01604455745677
"ENST00000284878.12",-0.961387704732908,5.30495851011458,-7.9237720737833,0.000237526836370112,0.00514916560233758,1.0154580439463
"ENST00000539061.6",1.05309711500292,3.24061344262551,7.57690908413624,0.000302740431367795,0.00595885983755608,1.00997790764219
"ENST00000309061.12",1.37139709416031,4.47890479283665,7.71656483258204,0.000274264927915395,0.00562394693753174,1.00798917838679
"ENST00000652901.1",0.862079705363981,5.29640563887571,7.91894333721334,0.000238315517569743,0.0051610653812526,1.0069733853137
"ENST00000374431.7",-1.3858136006315,4.24209028894832,-7.66829209426118,0.000283742548879122,0.00573963679339999,1.00645362915452
"ENST00000547252.5",-1.53375097813163,5.02601010401218,-7.81106355190438,0.000256750781176914,0.00541857420686749,1.00220619115747
"ENST00000227451.4",1.18518584141235,2.91624160318008,7.56167226693252,0.000306049073146052,0.00599469096731436,0.999929461791762
"ENST00000324868.13",0.79516080236527,5.29687029591725,7.91082167061196,0.000239648876961688,0.00517173087710856,0.999372565358637
"ENST00000310455.4",-0.876903017403433,4.29735172056871,-7.68117356144902,0.000281176940292577,0.00571014660868694,0.999294591086937
"ENST00000462668.5",1.96731254555428,5.76449586953024,7.98001136351898,0.000228560064841555,0.00503077529224104,0.998477096160833
"ENST00000308982.12",-0.766648893305029,5.43174755911971,-7.93821010526479,0.000235186608069059,0.00511388335211979,0.995199392535563
"ENST00000475997.6",2.54763280882288,2.35480914888994,8.07144396603121,0.000214804427990927,0.00484965287788984,0.992606149032055
"ENST00000559465.1",-1.11314040515592,4.20483336439023,-7.6446671640924,0.000288518583411208,0.0057770313171363,0.987472791152908
"ENST00000483434.5",1.4612040484685,2.70357008167739,7.56950922315615,0.000304342106010984,0.00597531530031487,0.987365571640973
"ENST00000256255.11",-1.54449726576291,4.78847696965378,-7.73603662565625,0.000270545870434126,0.00557578332206819,0.985383944261574
"ENST00000430262.3",-0.758584678818332,5.72351766838959,-8.00716786406123,0.000224370803120624,0.00496986587144601,0.984880518953171
"ENST00000579662.5",-2.02963739958731,4.95375880596978,-7.74403543035324,0.000269035036566489,0.00555780346547876,0.983713125045248
"ENST00000436874.6",-1.77642716006542,2.32525443718929,-7.78438157330032,0.00026156144361688,0.00548469357190902,0.981488127961268
"ENST00000562124.5",0.673399245613918,4.75178768182624,7.75553247660183,0.000266880497065707,0.00554269466481904,0.981007178463761
"ENST00000658121.1",-0.850769230501052,4.13444149449391,-7.62965364540416,0.000291602004134238,0.00582699427296752,0.980838133625496
"ENST00000399697.7",-0.92939721015061,4.28533173244148,-7.65257557269781,0.000286909542574275,0.00576672107210563,0.980344399701472
"ENST00000538077.3",-2.05878072698988,2.21282531744526,-8.04189482369951,0.000219142460198403,0.00489852669105408,0.980098104813835
"ENST00000690192.1",1.52324608082477,3.84028892427714,7.57646767898448,0.000302835698431531,0.00595885983755608,0.979226311468726
"ENST00000054650.9",0.751679414278825,4.20805653590772,7.64012457699376,0.00028944753029328,0.00579069912719173,0.97648745696684
"ENST00000377075.3",-1.1853065111208,3.60286571666179,-7.54854863199749,0.000308932363361862,0.00602124414740111,0.974696142537938
"ENST00000309534.10",-1.13742193938879,5.60348045405518,-7.94281257051216,0.000234446218136831,0.00510810375984059,0.973807158812472
"ENST00000465645.1",-1.3792150610219,2.74121783816091,-7.54362374410179,0.000310022460394816,0.00603681455783719,0.972046015382768
"ENST00000538261.7",-1.06167186755782,4.69187897997122,-7.71039198953913,0.000275456235556182,0.00563651012804197,0.967616612607284
"ENST00000590261.5",-1.19860955204885,5.85339854128566,-8.00363203943862,0.000224911191230594,0.00497590005963555,0.967337090165842
"ENST00000497322.1",1.55937052876882,2.94843408048857,7.51479684544359,0.000316492980890153,0.00611030148262948,0.965896967390113
"ENST00000333677.7",-1.54296605244225,2.68387868342168,-7.55025295699718,0.000308556152146508,0.00602124414740111,0.964261773909152
"ENST00000372648.10",0.82038041363762,4.16767427811051,7.61597138010782,0.00029444522208857,0.00586614999841702,0.964227329622829
"ENST00000554975.5",-1.34393878101886,3.80470243116024,-7.55155501966815,0.000308269092575182,0.00602085985949483,0.963544750841072
"ENST00000392533.8",-1.15889389330942,4.0052984929092,-7.57947587416526,0.000302187134886442,0.00595524582835652,0.96251014407798
"ENST00000578846.5",1.04043478086296,3.73687639608608,7.54806927912277,0.000309038270759477,0.00602124414740111,0.961010152443901
"ENST00000302506.8",0.954759118891778,6.35089319610001,8.16759572471307,0.000201361035006997,0.00463723930607474,0.960214020732481
"ENST00000356244.8",0.692003768610532,6.47488267352619,8.21743392288359,0.000194777422292292,0.00454758804877984,0.95999768429475
"ENST00000263736.5",-0.609199108708411,5.02236682262212,-7.78704700338529,0.00026107621953935,0.00548469357190902,0.958112972199414
"ENST00000264977.8",-0.983548078212291,3.2180395511904,-7.49665650232134,0.000320644744232071,0.00616282061313543,0.954253859643324
"ENST00000294732.11",-1.17864396503437,3.78793969774579,-7.53513928487616,0.000311910888205727,0.00605441815596085,0.95076747026582
"ENST00000594157.5",1.28941267692819,2.82604580162128,7.49489511469102,0.000321051211594033,0.00616427049386821,0.950199244568418
"ENST00000548278.2",0.923255969915309,4.32209386050824,7.60940175317936,0.000295821786577048,0.00588268608660585,0.940736062372141
"ENST00000560328.1",-1.0368521792803,4.58861011304979,-7.65032784096065,0.000287365807722192,0.00576908523995747,0.937730103297768
"ENST00000367455.8",-0.658494941651433,4.61747549272533,-7.66512750696178,0.000284376974581249,0.00574014686307757,0.936940196155692
"ENST00000359044.5",0.720211798397177,5.40881671206568,7.85999727827564,0.000248191525127137,0.00529503951005879,0.936446859973949
"ENST00000261211.8",-0.723223422459386,4.30096955914872,-7.59621389147764,0.000298607609305912,0.00591972547364145,0.932903003495607
"ENST00000301061.9",1.15933257704323,3.84100966379285,7.51989479554439,0.000315337418301438,0.00609345685373958,0.932466366858262
"ENST00000355295.5",-0.967238895081374,3.68610907473046,-7.50222440511213,0.000319363768589663,0.0061436855804695,0.932363864686849
"ENST00000227214.10",-2.23181666343817,2.54335998574693,-7.67350163976145,0.00028270171618503,0.00572760328795958,0.931574631612104
"ENST00000477593.5",-0.920834585226565,6.01885608558381,-8.01464437698072,0.000223233088944965,0.00495817909952075,0.928532573544473
"ENST00000369940.7",-1.39296992844399,2.50162229700058,-7.52277361577335,0.000314687023768678,0.00608883547220992,0.92438867328188
"ENST00000583535.6",1.73056624973813,2.20790697853759,7.70509485118887,0.000276483309875264,0.00565151118175599,0.923411537181089
"ENST00000552673.5",-1.37639357303687,3.42707459088069,-7.4573996338165,0.000329846676507801,0.00629193130867982,0.921044589262468
"ENST00000378103.7",-0.721650234016345,5.61525651247197,-7.88960664735896,0.000243172714099892,0.00521900042878497,0.918545022048178
"ENST00000524306.1",1.21624940928597,2.47373657770793,7.49446864347278,0.000321149715879181,0.00616427049386821,0.917980769180966
"ENST00000530765.5",0.871468496579286,4.46286515602385,7.60523255450741,0.000296699235083486,0.00589468950994432,0.916533545768659
"ENST00000372524.5",-0.745302725343185,5.25533342629728,-7.78665584886764,0.000261147361460247,0.00548469357190902,0.915775835271877
