"","SRR8832553_OE","SRR8832554_OE","SRR8832555_OE","SRR8832550_CTL","SRR8832551_CTL","SRR8832552_CTL"
"ITGAV",-0.638478329283092,-1.16541748410804,-0.858833213869857,0.924294648220473,1.12529860204481,0.613135776995704
"TSC22D1_ENST00000261489",-0.877747850380647,-0.784534595938544,-1.02217474918871,0.572139292693894,0.98221258729709,1.13010531551692
"SLC7A5",-0.984786715575796,-0.789671337526744,-0.868969667769415,1.15054648546798,1.0730915118363,0.419789723567668
"ARL1",-0.866714254671343,-0.917743806024488,-0.93701050040291,0.70907637190791,1.0275685842919,0.984823604898931
"KPNA3",-0.870023236431371,-0.94678999258708,-0.896724716833357,0.80215697374299,1.14593853391856,0.76544243819026
"COPZ1",-0.791334821650807,-0.862124628143568,-1.00278599813301,0.563364506441777,0.804060930760219,1.28882001072539
"CACNG4",-0.851958146430897,-0.874630092354165,-0.983455432785854,0.70424422174225,0.871695133381245,1.13410431644742
"RCOR1",-0.892903619234402,-0.827328643184859,-0.957122344773344,1.08880529804586,1.0725962574104,0.515953051736346
"CRISPLD2",-1.06749509711898,-0.733952410407803,-0.911075761711509,0.76129359886408,0.910451669366311,1.0407780010079
"IMPAD1",-0.886509591382448,-0.921721173714004,-0.903505499934353,0.765206440579002,1.15789773495634,0.788632089495462
"AJUBA",-0.978828563602783,-0.890208840528916,-0.867530686927069,0.900548418530139,0.931082660865752,0.904937011662877
"MID2",0.668442406177807,0.95368389138196,1.08964271397665,-0.853910148428405,-0.902773919554921,-0.955084943553091
"AMMECR1",-0.896464161354006,-0.84074836087863,-0.937196649948293,0.648766437922264,1.27611256144814,0.749530172810518
"PRKX",-0.66568749531391,-0.883318630828605,-1.11744255773074,0.973087854501655,1.1180612019408,0.575299627430795
"MAPK3",-0.730339439157607,-0.873108766870716,-1.0931112055286,0.83045217026206,0.734856304731302,1.13125093656356
"EEF2K",-0.929428705160523,-0.925157591489707,-0.799913071985447,1.2718037251628,0.50834993428689,0.874345709185979
"SYP",0.928143236420441,0.747881868016421,1.0401794159084,-0.800478125236577,-1.06149858595853,-0.854227809150157
"POLR1B",-1.05792399836846,-0.870190780609185,-0.765983428173083,1.06717879417216,0.62041794949216,1.00650146348641
"OSBP",-1.05630986284228,-0.893071187384558,-0.767718454264661,0.757597024817796,1.02136534183779,0.938137137835908
"PPAT",-0.866428003753383,-0.837852698027431,-0.997879324160813,0.810583715392133,1.17542460290176,0.71615170764773
"SEPT11",-0.970568424647437,-0.856614053419845,-0.890463801224893,1.00961062977336,1.01723087801219,0.690804771506628
"PDCD6",0.899476487889639,1.06671835435436,0.711781245363612,-0.99499773803176,-1.10624651435289,-0.576731835222958
"MRPL3",-0.659107346643949,-1.17373115657257,-0.8648489456115,0.890772191626681,0.987190860463997,0.819724396737347
"GALNT7",1.0423403057885,1.12469561731404,0.491112433384672,-0.951800099610881,-0.702079097734692,-1.00426915914164
"STC2",-0.845062766464663,-0.873586570430831,-1.00592177763776,1.05820686665974,0.796780708917948,0.869583538955566
"SEMA3C",-0.923070259044828,-0.947344642914075,-0.783673584550448,0.45193239614081,1.04047060574171,1.16168548462683
"TIMP3",-0.978546271671921,-0.881400002715866,-0.859137316080104,0.705322390233018,0.972474629862167,1.04128657037271
"TMPO_ENST00000266732",-0.913667284807261,-0.85788277692423,-0.961898836866421,0.900062349529042,0.998039783899177,0.835346765169693
"ASCL1",0.784639215443095,0.71781675588953,1.19421875451854,-0.929565645714487,-0.97707574799976,-0.790033332136922
"PXN",-0.629966049838262,-0.819268924926189,-1.2034981416491,0.647988929865342,1.16690802821108,0.837836158337128
"DISP2",0.657427011698895,1.05324939368383,0.99471296752085,-0.764803380327682,-0.94641472805489,-0.994171264521008
"IGFBP4",-0.964827199177344,-0.805468696835701,-0.952078518990012,0.74030877587823,0.963410679156529,1.0186549599683
"PSG9",-1.0235129768019,-0.939025794429828,-0.752141855826177,1.02813550901518,0.730015042862143,0.956530075180583
"HMCN1",-0.900461150842341,-0.960615254437182,-0.865503535893477,0.988204264255051,0.991189914630512,0.747185762287435
"GOLPH3L",1.07051213374995,0.812558084557365,0.835413610804377,-1.05106895301971,-0.85556036792983,-0.811854508162155
"SLC20A1",-0.857943036776563,-0.847185226344016,-1.00958118539127,0.815853114394624,1.12047315374199,0.778383180375236
"ABCA12_ENST00000272895",1.10165339374358,0.905811372156217,0.698839965975958,-0.862395575912204,-0.79202836237388,-1.05188079358968
"ARL6IP5",0.899924140054916,0.983995144018384,0.814404438299818,-1.11063883661794,-0.973766365606682,-0.613918520148494
"LRIG1",0.798551835029784,1.03753496427166,0.86678829323624,-0.797817328215991,-0.748348585008933,-1.15670917931276
"GLRA3_ENST00000274093",0.800394208157453,0.848382203931774,1.06945383771564,-1.05111786719403,-0.860057301974907,-0.807055080635932
"CDH18_ENST00000274170",0.740871164842539,0.930007337338735,1.05096330175312,-0.911366530612573,-0.983253972109052,-0.827221301212764
"SPOPL",-0.947027707925338,-0.875349135079381,-0.913901113533527,0.849287964512261,0.947463947458085,0.939526044567899
"MED13L",0.666341716913802,1.09404474960776,0.88356074666894,-1.22428874789157,-0.89927208925867,-0.52038637604027
"HSPB8",-0.995853679908634,-0.97037402507975,-0.693859845745908,0.956795979661487,0.520625711081541,1.18266585999126
"HHEX",1.08265273558369,0.735550508779517,0.899077466286825,-0.974421568130937,-0.942885239378599,-0.799973903140487
"TMEM87B",-0.761471926004322,-0.835239767968425,-1.10660749832505,0.698273821987289,1.01403532142029,0.991010048890226
"DDAH1",0.827342530405946,0.819270895962961,1.07756319813848,-0.895144259727018,-0.846714453069109,-0.982317911711255
"ANKRD40",-1.01911938664716,-0.745527973339943,-0.951756883985658,0.810879091636026,1.06831472060335,0.837210431733376
"MARVELD1",-0.872705363784226,-0.93596321850909,-0.910565189837057,0.704787388417074,1.06848842415768,0.945957959555619
"CNOT8_ENST00000285896",1.03627818712115,1.10698452386517,0.529828069969951,-0.964867081605687,-0.731612032503886,-0.976611666846696
"SLC26A2",-0.992231834883434,-1.07509783938167,-0.602492306427849,1.04112479374188,1.02216527081489,0.606531916136183
"ATAD2",-1.22579340243476,-0.528256557763642,-0.915277031335123,0.846581591714644,0.94840452356797,0.87434087625091
"CNOT11_ENST00000289382",-0.874499897274659,-0.892359548465735,-0.937091048486725,0.617891259510299,1.0829893397161,1.00306989500072
"STC1",-0.871725586120664,-0.977306188355282,-0.871679081670994,0.790787175050187,0.828039176921435,1.10188450417532
"CBR1_ENST00000290349",-0.628450884217414,-1.04651629037423,-1.02979742621628,0.859533543616782,0.858843821498055,0.986387235693083
"CELF3",1.16614100824185,0.867517989493519,0.654909641959002,-0.716542395766549,-1.00530417390567,-0.966722070022147
"MGAT4B_ENST00000292591",-0.865100237411395,-1.07185764197773,-0.775026881711772,0.753798772207215,0.887995972931514,1.07019001596217
"ITGA5",0.752764674862435,1.00681901861609,0.953505182384353,-1.04157372132032,-0.955405816540785,-0.716109338001774
"CXCL16",-1.14582139192827,-0.81930758356003,-0.681090526163828,0.74715678946525,0.640920552623126,1.25814215956374
"FAM84A_ENST00000295092",0.759959374492082,1.09416955505528,0.858529374006176,-1.05533740153341,-0.851992089064308,-0.805328812955823
"INHBB",-0.894233716841002,-0.773199604447549,-1.04452882343946,1.0808833919972,0.896007110429184,0.735071642301626
"LRRC58",-0.860540973793537,-0.904609793359978,-0.948628264619131,0.892143318297569,1.11837114273714,0.703264570737942
"ANKRD33B",-1.03192408031517,-0.878096888218496,-0.801183292170161,0.814002224844883,1.12165660903822,0.775545426820715
"TMEM65",-0.90400130982211,-0.830572721456363,-0.996980439377401,0.950461303772545,0.821853551833368,0.95923961504996
"PGM2L1",-0.855926913318376,-1.09575935308352,-0.76125715959768,0.900323460269387,1.0363295832245,0.776290382505684
"TRIM44",-0.940186050104376,-0.762294312266929,-1.00780012869088,1.03184127438268,0.990911657771716,0.687527558907787
"POLR2M",-0.974559345632685,-0.931934556025379,-0.788674908114433,0.974847994766778,1.11476155465727,0.605559260348451
"SLC27A4",-0.95421208842348,-0.996599047167958,-0.776957285486297,0.967782321769644,0.94011313286875,0.81987296643934
"CDT1",-0.898251443599194,-0.781055172683541,-1.03193916701868,0.706374347219836,1.07128069189825,0.933590744183334
"TUBA1A",-0.88495213358557,-0.99956339127134,-0.839068884864259,0.81671000125872,0.833863119320217,1.07301128914223
"PSCA",-0.885376327437259,-0.861526501246163,-0.986370945651465,0.832369110556569,0.924036451787632,0.976868211990686
"TK1",-0.934438644809665,-0.615899217325885,-1.1027109384555,0.638741289582177,0.789423015915695,1.22488449509318
"SIX2",-0.93203004971574,-0.84465223255489,-0.873778171608506,0.640770659179571,1.33979319646638,0.669896598233188
"EMB",-0.917168869608531,-0.790035017526002,-1.00997525914219,0.826851375995476,0.796430610298538,1.09389715998271
"SHCBP1",-0.850834138177077,-0.918266065920908,-0.947039471601245,0.809931559953244,0.775366725492292,1.13084139025369
"TMED10",-0.961938149692383,-0.967979032665156,-0.799805611233749,0.816932003951601,0.931491869161353,0.981298920478334
"CAMTA1",-0.913569197907936,-1.022750759398,-0.759315578239786,0.618003208920795,1.00271873354107,1.07491359308385
"ANTXR1",-0.896989545394008,-0.773556624620115,-1.02148654307112,1.13965364737522,0.934041248844704,0.618337816865325
"MCM7",-0.925022336720362,-0.794584834417615,-0.977593389429899,0.742658545126365,0.758615087708738,1.19592692773277
"GPRIN1",-0.917462220080258,-0.663493439435204,-1.11822749430553,0.819005020699955,1.06113176866609,0.819046364454943
"KBTBD2",-1.06358185607448,-0.641835889900138,-0.99178747878053,0.720226236904388,0.977328596285247,0.999650391565511
"TSPAN5",1.16864098111442,0.88396402383391,0.63952001417641,-0.970495727060457,-0.960900477710739,-0.760728814353546
"LRP8",-1.00591264165368,-0.80968764147625,-0.84132709022571,1.09012753683209,1.10659142296878,0.460208413554771
"PRKCE",-0.739707433269372,-0.894457132782614,-1.05849386287634,1.15020328985859,0.870772928569402,0.671682210500332
"DDIT4",-0.830387838931045,-0.867071226144127,-1.03395596303952,0.938019110280152,0.924664742248646,0.868731175585893
"SYNPO",-0.932158906303379,-0.838641193393444,-0.958989650879347,0.805008738172143,0.90046502574295,1.02431598666108
"DBN1",-0.848922865568203,-0.952427386483734,-0.919597560410247,0.786868890976367,0.83091620809203,1.10316271339379
"PTMS",-0.782780149195078,-0.96508804755665,-0.934961055655673,1.15406865115252,0.562787662680186,0.965972938574699
"PPP1R14B",-0.783738369455658,-1.0274152632282,-0.851119180074096,0.592029001346256,0.798146032820599,1.2720977785911
"KLF7",-0.718315772164731,-0.969242396708454,-0.954522006558694,0.751932277971925,0.569742309319436,1.32040558814052
"LRFN4",-0.752811099685448,-0.906805202846537,-1.06378132457491,0.915203018021417,0.963125388570933,0.845069220514547
"CASP2",-0.950802858756592,-0.885085529345329,-0.900114013034389,0.980910782059767,0.873481635240038,0.881609983836507
"NAA20",-0.858335968026797,-1.09713860298948,-0.728579999940724,0.611147580611322,0.978382956562013,1.09452403378367
"DENND6A",-0.847415567834442,-0.709034410801715,-1.15334250633925,0.873968220491657,0.92039278729655,0.915431477187197
"OXR1",-0.800821062700411,-0.719156350896593,-1.07779780516977,0.888019228220181,1.31836517760846,0.391390812938128
"YPEL2",-0.876678634721872,-0.794591592859353,-0.994239740146176,1.06221553065426,1.11626424887309,0.487030188200047
"KRT80_ENST00000313234",-0.797990088379671,-0.952223213571064,-0.953242323012909,0.752879830973478,0.777031951227599,1.17354384276257
"FAM20C",-0.929621223869173,-0.839127130861108,-0.952816336895115,0.964844491037778,0.720478430888664,1.03624176969895
"C3orf58",0.784979186369632,0.960700000156295,0.983408487468094,-0.857738352628531,-0.876169574410944,-0.995179746954548
"SMAP1",-0.785904572979959,-0.890119348072049,-1.01914808297016,0.617050107409486,0.96378615275492,1.11433574385776
"AFF3",0.758492506818975,0.683436617880781,1.23337466107438,-0.739819921016195,-0.878276740943296,-1.05720712381464
"TUBB6",-0.785452279471943,-0.99756165813936,-0.857296261721725,0.752521470243653,0.553499136279511,1.33428959280986
"RORC",0.541823868537062,1.44492717525476,0.58817057617714,-0.679365359551622,-1.0331117901879,-0.862444470229439
"LURAP1L",0.859092877383916,0.658353969462827,1.18096756590868,-0.844852724892203,-0.893437965549947,-0.96012372231327
"ITGA3",-0.930710519535638,-1.08504857396958,-0.701880147951438,0.92620549066054,0.869854487761869,0.921579263034251
"RNF144A",-0.978799669465506,-0.881658253538008,-0.760312325023963,0.468920014582831,1.35109724991801,0.800752983526637
"ULK1",-0.967029079669373,-0.874468056668194,-0.890888303860164,0.970444161872382,0.960021260729943,0.801920017595406
"ATP11B",-0.995666576328922,-0.788143977978595,-0.944190099685833,0.963723441282431,0.808374517904444,0.955902694806476
"ACSS1",0.821657003373903,0.731251153508231,1.156582545155,-0.951667732686022,-0.909127923225859,-0.848695046125259
"SOX2",0.984592431982392,0.710503447654801,1.02716535268042,-0.900386671181395,-0.924799389134283,-0.897075172001932
"TNFRSF12A",-0.856357591493996,-0.855513215076558,-0.951270842367985,1.23488749902515,0.508056085781272,0.920198064132119
"DCBLD2",-0.882201719971553,-0.708539812622936,-1.08789870459251,0.615636165134598,1.15226436309761,0.910739708954787
"KRT81",-0.76419303873186,-0.932300673869472,-1.02310316102259,0.757537077793786,1.00732276313595,0.954737032694185
"ALDH1A3",-0.821270151128548,-0.808711038711262,-1.02942070708527,0.983635721294855,1.18440829083465,0.491357884795572
"VMA21",-0.89059737225018,-0.905304875172765,-0.917932559251957,0.680082413363522,0.93299314539259,1.10075924791879
"SOCS3",-0.914013171797798,-0.818907584652242,-0.962642243910404,1.2078652900025,0.773254656675858,0.71444305368209
"FAM84A_ENST00000331243",0.679719683652491,0.829989988095474,1.18997413717636,-0.877496015425629,-0.873173653525366,-0.94901413997333
"C6orf120",-0.827276538546302,-0.966174681012841,-0.923498800800206,0.948714293693636,1.06561493751594,0.702620789149773
"SHC4",1.18627532865809,0.837892292159664,0.672234474224998,-0.797972222331763,-0.946923145987375,-0.951506726723613
"TSKU",0.917046209667216,0.851918874808478,0.90958363917482,-0.543904249936305,-1.19328400833453,-0.941360465379676
"VPS33B",0.854665726599021,0.848677911278231,1.00279931598048,-0.991002229737983,-1.07058040811616,-0.644560316003587
"ERCC6L",-0.819674040806775,-0.896225882267955,-0.970582688848527,0.716850375618328,1.23906289268281,0.730569343622124
"ELF4",-0.810371310332079,-1.12623796069341,-0.767609139823226,0.722664837073221,0.999168870371245,0.982384703404248
"CDCA4",-0.951251254165995,-0.818326813783007,-0.963500170715514,0.933341163015774,0.956777241071643,0.842959834577098
"C2CD2L",1.13435554915059,0.841213629987519,0.701343098792562,-0.614055254783699,-1.0983671764453,-0.964489846701673
"UGP2",0.805726146002377,1.24101590597622,0.604016938164656,-1.1283555155833,-0.844286326551975,-0.678117148007982
"FGD3",-0.776682113894542,-0.91812584299653,-0.993611141109465,0.587562487464894,0.965229112343889,1.13562749819175
"WTAP",-0.998918097663619,-0.708898604302441,-0.958121526277851,0.547183291813749,1.19659581374043,0.92215912268973
"NIPA1",-0.886222014219083,-0.867346089504875,-0.964069296987065,0.772293083226329,1.12145527263085,0.823889044853848
"UGT2B15",0.71592658562085,0.789325511368913,1.19107012145875,-0.815356452372567,-1.01776184482997,-0.863203921245982
"SFN",-0.749236074164053,-0.977089264489608,-0.919192142357705,0.722471417446905,0.595456337384116,1.32758972618034
"BAZ1B_ENST00000339594",-0.873590643609229,-1.08046522116696,-0.767889207188942,0.971129013536194,0.830628220306324,0.920187838122609
"RET_ENST00000340058",0.561512942398176,0.775900924125239,1.29041206661131,-0.913160156073709,-0.618987723221677,-1.09567805383934
"GLRA3_ENST00000340217",0.67892199988195,0.889160700946411,1.13811191070546,-0.928325407036008,-0.814901065322289,-0.962968139175525
"BRWD1",-1.02379960511628,-0.850920708443476,-0.815790346494279,1.16937074510271,0.898216546865697,0.62292336808563
"RAP2C",1.13348127311622,0.612303924286087,0.937082184588704,-0.809828078624492,-0.774931511309865,-1.09810779205665
"TM7SF3_ENST00000343028",-0.811767084715492,-0.78870104791496,-1.07809665010583,0.611853333672958,0.880581607860132,1.18612984120319
"FOXO3",-0.628859370932886,-0.828296658257393,-1.22517828660797,0.997080330685351,0.802695673239254,0.882558311873646
"ENTPD8",0.578112925403063,0.794222982952228,1.27516176137363,-0.911450507605232,-0.679230203542677,-1.05681695858101
"PPL",-0.82336065994566,-0.855983864131613,-0.940565883577701,1.29705243589297,0.932890804988985,0.389967166773022
"CISH",-0.773482355098382,-0.700759355362696,-1.20655573168382,0.948825666650023,0.700529885567492,1.03144188992738
"PROSER1",-0.996385987582895,-0.865182502060009,-0.838563173759106,0.727631610462864,1.18707335121728,0.785426701721871
"ACVR2B",-0.844317639264868,-0.811085331837388,-1.02495931326934,1.10829825951166,1.02552004290425,0.546543981955679
"RAD51AP1",-0.690443622724422,-1.08829906376219,-0.900922788588823,0.688257185629972,1.18369276066464,0.807715528780823
"PKIA",0.678770121715643,0.776789177277496,1.23003655086629,-0.961186539049051,-0.940327894616685,-0.784081416193693
"LMBR1_ENST00000353442",-0.90374048908402,-1.12742681224912,-0.668412050231437,1.0486933329305,0.787251303910383,0.863634714723697
"SVIP",-0.945515059556414,-0.878044274671858,-0.892666342050667,0.715788248182111,1.11192940632303,0.888508021773793
"ELOVL2",0.77267038560646,0.820841856030803,1.11757811384475,-0.99040543192449,-0.957648832035936,-0.763036091521591
"SYNJ2",-1.11166257886714,-0.495381309705163,-1.05599620344349,0.944103115331796,0.991704697016484,0.727232279667522
"RET_ENST00000355710",0.716131561737617,0.752934364551386,1.22350817611904,-0.943317485124599,-0.916317261818539,-0.832939355464902
"PDLIM7",-1.10299583024338,-0.774016102293571,-0.842725666497703,0.85676823533768,0.882835484724582,0.98013387897239
"MYO9A",-0.734449887119507,-0.832571540119474,-1.08106208604696,1.2296122750655,0.910153620025984,0.508317618194456
"PHLDB1",-1.10068748837986,-0.649643535493568,-0.909494586563169,0.720789667726818,1.23390593256511,0.705130010144667
"SLC39A8",0.892719321416397,0.567607898386808,1.18298853449232,-1.18817418726309,-0.653627478250082,-0.801514088782354
"RC3H2",-0.905331237796992,-0.803736473796735,-1.00950085532012,0.770597298283854,1.08392840542651,0.864042863203479
"ELK4",-0.870536557307161,-0.873121544858856,-0.925142387113814,0.660182517880284,1.2965609313144,0.712057040085146
"GMFB",-0.877404735681228,-0.77090212568746,-1.02937771291334,0.598510138253609,1.20774609120055,0.87142834482787
"EPHA2",-0.797465907546488,-0.855530815973718,-1.06654923441598,1.04621071199081,0.83499381873812,0.838341427207263
"MAP3K5",0.415575458035458,1.20927178074114,1.01194175222966,-0.760155662437578,-0.971631323166256,-0.905002005402426
"KCNK5",-1.01731756312939,-0.828536984404345,-0.878878472064356,0.763512562843498,0.977463885398544,0.983756571356045
"TRAF3IP2",0.456009767783776,1.11080734800956,1.08215175964189,-0.856104941117873,-1.04975105061426,-0.743112883703095
"SULF2",0.891192524457374,0.903505390806104,0.930956743846622,-0.844767959994828,-1.08234673312178,-0.798539965993493
"PIM3",1.01122958882382,0.944822086012657,0.769669175792174,-0.806033613847909,-0.955070038856505,-0.964617197924237
"IQGAP3",-1.00257961210517,-0.870894105249337,-0.853052317421445,0.993365169895437,0.966534597027922,0.76662626785259
"MVB12B",-0.862973217021616,-0.692091431909207,-1.12327861489721,1.01049981135507,1.06038482496202,0.607458627510938
"E2F2",-0.912694118212972,-0.904386376670592,-0.909173888745862,0.821506094096954,1.08193548625733,0.822812803275145
"CIPC",-1.01317587874067,-0.770862312690217,-0.932455987415797,0.787917518580009,1.0852300140071,0.843346646259568
"L1CAM",-0.928146560608163,-0.676126922692957,-1.01851225212346,1.18103085424645,0.396943271865841,1.04481160931229
"PCGF3",-0.98061709720592,-0.772254496936598,-0.942912795296059,0.631083734816762,1.13997812146153,0.924722533160282
"FBXO28",-0.897585182897821,-0.815423783801576,-0.979615395388952,0.578194672889235,1.05160082958664,1.06282885961247
"LAD1",-0.665049354590004,-1.07199783605651,-0.95847085866036,0.846342507964589,0.745922054301985,1.1032534870403
"NR5A2",1.1140356376361,0.66438889422912,0.931844898816419,-0.918734756902186,-0.883412527413519,-0.908122146365939
"NEK7",-1.03019198498414,-0.920654434875466,-0.776595208906756,0.844498577073668,0.973756603539572,0.909186448153116
"RGS16",0.715844265384157,0.905831368993222,1.09581847260229,-0.922794503244032,-0.943150264345003,-0.851549339390632
"NES",-0.82203904353019,-0.897725502781051,-0.948183142281625,1.20467614307621,0.95238794557334,0.510883599943315
"OAT",1.1349745652633,0.840495530176672,0.739402216484324,-0.900755162339288,-0.876942270849359,-0.937174878735649
"MCL1",-0.960889024785508,-0.914128421154884,-0.831825213997893,0.668997430755536,1.13109251615153,0.906752713031219
"PREP",-0.88632321517793,-0.911959627335885,-0.898492801953035,0.588068210798042,0.99812320808521,1.1105842255836
"FAM46C",0.839903130628801,0.892776916710354,1.00217095687908,-0.908578278068059,-0.915871214079308,-0.910401512070871
"NEURL1B",-0.828208281995131,-0.921970527929935,-0.973300815075953,1.03049694664954,0.950673340938648,0.742309337412838
"SH3BGRL2",-0.899723685181923,-0.899723685181923,-0.915585611071516,0.982558187049798,1.06186781649776,0.670606977887799
"STMN3",0.803229305294625,0.837010145038587,1.08476284326189,-0.870018325392852,-0.920021159725132,-0.934962808477118
"MRPL43",-0.769219975313283,-0.932511205220027,-0.936942366028698,0.615334622749746,1.35465312492612,0.668685798886149
"GOLGA7B",1.00129261591317,0.637927641236596,1.03823783191263,-0.894917447991701,-1.13918242088049,-0.643358220190214
"GPC4",0.86631358906741,0.882406101557826,0.978961176500324,-1.04869539729213,-0.879724016142756,-0.799261453690675
"PPP1R3D",0.700653063356151,1.00618204207204,1.01259489393214,-0.955751537523489,-0.917844119140995,-0.845834342695846
"C6orf141_ENST00000371194",1.00375245415332,0.749445898791849,0.974532186738694,-0.931403338774613,-0.907935671162589,-0.88839152974666
"NDC1",-0.884677105384812,-0.977721386012188,-0.872524984124879,0.941791629029551,0.948887432482835,0.844244414009493
"RAB3B",0.867626813759975,0.950218953173133,0.884703656724626,-0.808649530685315,-0.707926279169254,-1.18597361380317
"B4GALT5",-0.952224298682458,-0.888914695561702,-0.892325516929865,0.979343560664324,0.9451440875481,0.808976862961599
